,rank,elpd_loo,p_loo_x,elpd_diff,weight,se,dse,warning,scale,loo,loo_se,p_loo_y,waic,waic_se,p_waic
Hierarchical_Model,0,-1300928.5709996223,8124.182593345642,0.0,0.5003370908398315,786.2197267762294,0.0,True,log,-1300928.5709996223,786.2197267762294,8124.182593345642,-1300961.6643052048,786.3092302820659,8157.275390625
Flat_Model,1,-1301028.5678987503,16.150404930114746,99.9968991279602,0.49966290916016853,786.0440377592408,1106.334700509708,False,log,-1301028.5678987503,786.0440377592408,16.150404930114746,-1301028.4866247547,786.0439887839839,16.069129943847656
