,rank,elpd_loo,p_loo_x,elpd_diff,weight,se,dse,warning,scale,loo,loo_se,p_loo_y,waic,waic_se,p_waic
Hierarchical_Model,0,-1082634.0924773216,6351.12148809433,0.0,0.5198615738748296,716.569102328622,0.0,True,log,-1082634.0924773216,716.569102328622,6351.12148809433,-1082664.8435111828,716.6626338149746,6381.87255859375
Flat_Model,1,-1095038.8190803528,14.343247413635254,12404.726603031158,0.48013842612517044,719.5406449310939,1010.1818984041231,False,log,-1095038.8190803528,719.5406449310939,14.343247413635254,-1095038.7763640769,719.540590427654,14.300530433654785
