,rank,elpd_loo,p_loo_x,elpd_diff,weight,se,dse,warning,scale,loo,loo_se,p_loo_y,waic,waic_se,p_waic
Hierarchical_Model,0,89762.49081325531,21.077272415161133,0.0,0.9999999999999865,4.151279485039391,0.0,True,log,89762.49081325531,4.151279485039391,21.077272415161133,89762.3670709978,4.1680481170977925,21.201013565063477
Flat_Model,1,35670.8425784111,11.890923023223877,54091.64823484421,1.354472090042691e-14,139.1745260253143,138.99328162984014,False,log,35670.8425784111,139.1745260253143,11.890923023223877,35670.85970985305,139.17387239636972,11.87379264831543
